07/19 03:49:39 AM | 
07/28 11:22:55 PM | Train: [ 45/600] Step 800/1041 Loss 0.686 Prec@(1,5) (83.2%, 99.1%)
07/28 11:24:08 PM | Train: [ 45/600] Step 1000/1041 Loss 0.691 Prec@(1,5) (83.1%, 99.1%)
07/28 11:24:24 PM | Train: [ 45/600] Step 1041/1041 Loss 0.690 Prec@(1,5) (83.2%, 99.1%)
07/28 11:24:24 PM | Train: [ 45/600] Final Prec@1 83.1620%
07/28 11:24:25 PM | Valid: [ 45/600] Step 000/208 Loss 0.216 Prec@(1,5) (89.6%, 100.0%)
07/28 11:24:42 PM | Valid: [ 45/600] Step 200/208 Loss 0.344 Prec@(1,5) (88.5%, 99.6%)
07/28 11:24:42 PM | Valid: [ 45/600] Step 208/208 Loss 0.344 Prec@(1,5) (88.5%, 99.6%)
07/28 11:24:42 PM | Valid: [ 45/600] Final Prec@1 88.4600%
07/28 11:24:43 PM | Epoch 45 LR 0.024639178498870453
07/28 11:24:43 PM | Train: [ 46/600] Step 000/1041 Loss 0.726 Prec@(1,5) (83.3%, 97.9%)
07/28 11:26:05 PM | Train: [ 46/600] Step 200/1041 Loss 0.671 Prec@(1,5) (84.0%, 99.0%)
07/28 11:27:27 PM | Train: [ 46/600] Step 400/1041 Loss 0.681 Prec@(1,5) (83.4%, 99.0%)
07/28 11:28:46 PM | Train: [ 46/600] Step 600/1041 Loss 0.682 Prec@(1,5) (83.3%, 99.0%)
07/28 11:30:09 PM | Train: [ 46/600] Step 800/1041 Loss 0.684 Prec@(1,5) (83.3%, 99.1%)
07/28 11:31:25 PM | Train: [ 46/600] Step 1000/1041 Loss 0.682 Prec@(1,5) (83.4%, 99.1%)
07/28 11:31:42 PM | Train: [ 46/600] Step 1041/1041 Loss 0.682 Prec@(1,5) (83.4%, 99.1%)
07/28 11:31:42 PM | Train: [ 46/600] Final Prec@1 83.3920%
07/28 11:31:43 PM | Valid: [ 46/600] Step 000/208 Loss 0.257 Prec@(1,5) (93.8%, 100.0%)
07/28 11:32:01 PM | Valid: [ 46/600] Step 200/208 Loss 0.398 Prec@(1,5) (87.0%, 99.3%)
07/28 11:32:02 PM | Valid: [ 46/600] Step 208/208 Loss 0.401 Prec@(1,5) (86.9%, 99.4%)
07/28 11:32:02 PM | Valid: [ 46/600] Final Prec@1 86.8800%
07/28 11:32:03 PM | Epoch 46 LR 0.02462340019105934
07/28 11:32:03 PM | Train: [ 47/600] Step 000/1041 Loss 0.515 Prec@(1,5) (89.6%, 100.0%)
07/28 11:33:27 PM | Train: [ 47/600] Step 200/1041 Loss 0.653 Prec@(1,5) (83.7%, 99.4%)
07/28 11:34:51 PM | Train: [ 47/600] Step 400/1041 Loss 0.664 Prec@(1,5) (83.6%, 99.2%)
07/28 11:36:11 PM | Train: [ 47/600] Step 600/1041 Loss 0.667 Prec@(1,5) (83.6%, 99.2%)
07/28 11:37:33 PM | Train: [ 47/600] Step 800/1041 Loss 0.674 Prec@(1,5) (83.5%, 99.1%)
07/28 11:38:52 PM | Train: [ 47/600] Step 1000/1041 Loss 0.676 Prec@(1,5) (83.5%, 99.1%)
07/28 11:39:05 PM | Train: [ 47/600] Step 1041/1041 Loss 0.678 Prec@(1,5) (83.5%, 99.1%)
07/28 11:39:05 PM | Train: [ 47/600] Final Prec@1 83.4560%
07/28 11:39:05 PM | Valid: [ 47/600] Step 000/208 Loss 0.214 Prec@(1,5) (93.8%, 100.0%)
07/28 11:39:21 PM | Valid: [ 47/600] Step 200/208 Loss 0.405 Prec@(1,5) (86.5%, 99.5%)
07/28 11:39:21 PM | Valid: [ 47/600] Step 208/208 Loss 0.405 Prec@(1,5) (86.5%, 99.5%)
07/28 11:39:21 PM | Valid: [ 47/600] Final Prec@1 86.5300%
07/28 11:39:22 PM | Epoch 47 LR 0.024607289514107893
07/28 11:39:22 PM | Train: [ 48/600] Step 000/1041 Loss 0.495 Prec@(1,5) (85.4%, 100.0%)
07/28 11:40:29 PM | Train: [ 48/600] Step 200/1041 Loss 0.684 Prec@(1,5) (83.5%, 99.2%)
07/28 11:41:34 PM | Train: [ 48/600] Step 400/1041 Loss 0.668 Prec@(1,5) (83.8%, 99.1%)
07/28 11:42:38 PM | Train: [ 48/600] Step 600/1041 Loss 0.673 Prec@(1,5) (83.7%, 99.1%)
07/28 11:43:58 PM | Train: [ 48/600] Step 800/1041 Loss 0.675 Prec@(1,5) (83.6%, 99.1%)
07/28 11:45:20 PM | Train: [ 48/600] Step 1000/1041 Loss 0.675 Prec@(1,5) (83.6%, 99.1%)
07/28 11:45:37 PM | Train: [ 48/600] Step 1041/1041 Loss 0.675 Prec@(1,5) (83.6%, 99.1%)
07/28 11:45:37 PM | Train: [ 48/600] Final Prec@1 83.6200%
07/28 11:45:38 PM | Valid: [ 48/600] Step 000/208 Loss 0.170 Prec@(1,5) (93.8%, 100.0%)
07/28 11:45:56 PM | Valid: [ 48/600] Step 200/208 Loss 0.354 Prec@(1,5) (88.2%, 99.5%)
07/28 11:45:56 PM | Valid: [ 48/600] Step 208/208 Loss 0.355 Prec@(1,5) (88.2%, 99.5%)
07/28 11:45:56 PM | Valid: [ 48/600] Final Prec@1 88.1800%
07/28 11:45:57 PM | Epoch 48 LR 0.024590846909698465
07/28 11:45:58 PM | Train: [ 49/600] Step 000/1041 Loss 0.599 Prec@(1,5) (79.2%, 100.0%)
07/28 11:47:23 PM | Train: [ 49/600] Step 200/1041 Loss 0.663 Prec@(1,5) (83.8%, 99.3%)
07/28 11:48:46 PM | Train: [ 49/600] Step 400/1041 Loss 0.684 Prec@(1,5) (83.4%, 99.2%)
07/28 11:50:11 PM | Train: [ 49/600] Step 600/1041 Loss 0.682 Prec@(1,5) (83.4%, 99.2%)
07/28 11:51:27 PM | Train: [ 49/600] Step 800/1041 Loss 0.680 Prec@(1,5) (83.5%, 99.2%)
07/28 11:52:49 PM | Train: [ 49/600] Step 1000/1041 Loss 0.681 Prec@(1,5) (83.4%, 99.1%)
07/28 11:53:06 PM | Train: [ 49/600] Step 1041/1041 Loss 0.683 Prec@(1,5) (83.4%, 99.1%)
07/28 11:53:06 PM | Train: [ 49/600] Final Prec@1 83.4020%
07/28 11:53:06 PM | Valid: [ 49/600] Step 000/208 Loss 0.233 Prec@(1,5) (91.7%, 100.0%)
07/28 11:53:24 PM | Valid: [ 49/600] Step 200/208 Loss 0.394 Prec@(1,5) (86.8%, 99.5%)
07/28 11:53:25 PM | Valid: [ 49/600] Step 208/208 Loss 0.393 Prec@(1,5) (86.8%, 99.5%)
07/28 11:53:25 PM | Valid: [ 49/600] Final Prec@1 86.7500%
07/28 11:53:26 PM | Epoch 49 LR 0.024574072828613357
07/28 11:53:26 PM | Train: [ 50/600] Step 000/1041 Loss 0.589 Prec@(1,5) (85.4%, 100.0%)
07/28 11:54:47 PM | Train: [ 50/600] Step 200/1041 Loss 0.642 Prec@(1,5) (84.7%, 99.3%)
07/28 11:56:09 PM | Train: [ 50/600] Step 400/1041 Loss 0.669 Prec@(1,5) (84.0%, 99.1%)
07/28 11:57:31 PM | Train: [ 50/600] Step 600/1041 Loss 0.670 Prec@(1,5) (83.9%, 99.1%)
07/28 11:58:47 PM | Train: [ 50/600] Step 800/1041 Loss 0.671 Prec@(1,5) (83.8%, 99.1%)
07/28 11:59:51 PM | Train: [ 50/600] Step 1000/1041 Loss 0.671 Prec@(1,5) (83.8%, 99.1%)
07/29 12:00:05 AM | Train: [ 50/600] Step 1041/1041 Loss 0.673 Prec@(1,5) (83.7%, 99.1%)
07/29 12:00:05 AM | Train: [ 50/600] Final Prec@1 83.6960%
07/29 12:00:05 AM | Valid: [ 50/600] Step 000/208 Loss 0.185 Prec@(1,5) (93.8%, 100.0%)
07/29 12:00:21 AM | Valid: [ 50/600] Step 200/208 Loss 0.372 Prec@(1,5) (87.8%, 99.5%)
07/29 12:00:21 AM | Valid: [ 50/600] Step 208/208 Loss 0.371 Prec@(1,5) (87.9%, 99.5%)
07/29 12:00:21 AM | Valid: [ 50/600] Final Prec@1 87.8700%
07/29 12:00:22 AM | Epoch 50 LR 0.024556967730722478
07/29 12:00:22 AM | Train: [ 51/600] Step 000/1041 Loss 0.737 Prec@(1,5) (83.3%, 97.9%)
07/29 12:01:27 AM | Train: [ 51/600] Step 200/1041 Loss 0.669 Prec@(1,5) (83.8%, 99.1%)
07/29 12:02:39 AM | Train: [ 51/600] Step 400/1041 Loss 0.664 Prec@(1,5) (84.0%, 99.1%)
07/29 12:04:00 AM | Train: [ 51/600] Step 600/1041 Loss 0.665 Prec@(1,5) (83.9%, 99.1%)
07/29 12:05:21 AM | Train: [ 51/600] Step 800/1041 Loss 0.671 Prec@(1,5) (83.9%, 99.1%)
07/29 12:06:40 AM | Train: [ 51/600] Step 1000/1041 Loss 0.672 Prec@(1,5) (83.8%, 99.1%)
07/29 12:06:57 AM | Train: [ 51/600] Step 1041/1041 Loss 0.672 Prec@(1,5) (83.8%, 99.1%)
07/29 12:06:57 AM | Train: [ 51/600] Final Prec@1 83.7900%
07/29 12:06:57 AM | Valid: [ 51/600] Step 000/208 Loss 0.298 Prec@(1,5) (89.6%, 100.0%)
07/29 12:07:16 AM | Valid: [ 51/600] Step 200/208 Loss 0.463 Prec@(1,5) (85.2%, 99.3%)
07/29 12:07:16 AM | Valid: [ 51/600] Step 208/208 Loss 0.465 Prec@(1,5) (85.2%, 99.3%)
07/29 12:07:16 AM | Valid: [ 51/600] Final Prec@1 85.2200%
07/29 12:07:17 AM | Epoch 51 LR 0.02453953208497073
07/29 12:07:18 AM | Train: [ 52/600] Step 000/1041 Loss 0.876 Prec@(1,5) (81.2%, 100.0%)
07/29 12:08:42 AM | Train: [ 52/600] Step 200/1041 Loss 0.649 Prec@(1,5) (84.0%, 99.1%)
07/29 12:09:56 AM | Train: [ 52/600] Step 400/1041 Loss 0.657 Prec@(1,5) (83.9%, 99.1%)
07/29 12:11:20 AM | Train: [ 52/600] Step 600/1041 Loss 0.659 Prec@(1,5) (83.9%, 99.1%)
07/29 12:12:43 AM | Train: [ 52/600] Step 800/1041 Loss 0.670 Prec@(1,5) (83.7%, 99.1%)
07/29 12:14:06 AM | Train: [ 52/600] Step 1000/1041 Loss 0.672 Prec@(1,5) (83.6%, 99.1%)
07/29 12:14:23 AM | Train: [ 52/600] Step 1041/1041 Loss 0.671 Prec@(1,5) (83.6%, 99.1%)
07/29 12:14:23 AM | Train: [ 52/600] Final Prec@1 83.6440%
07/29 12:14:23 AM | Valid: [ 52/600] Step 000/208 Loss 0.242 Prec@(1,5) (93.8%, 100.0%)
07/29 12:14:41 AM | Valid: [ 52/600] Step 200/208 Loss 0.416 Prec@(1,5) (86.3%, 99.2%)
07/29 12:14:41 AM | Valid: [ 52/600] Step 208/208 Loss 0.415 Prec@(1,5) (86.3%, 99.3%)
07/29 12:14:42 AM | Valid: [ 52/600] Final Prec@1 86.3000%
07/29 12:14:42 AM | Epoch 52 LR 0.024521766369365147
07/29 12:14:43 AM | Train: [ 53/600] Step 000/1041 Loss 0.756 Prec@(1,5) (83.3%, 97.9%)
07/29 12:16:06 AM | Train: [ 53/600] Step 200/1041 Loss 0.656 Prec@(1,5) (83.8%, 99.3%)
07/29 12:17:17 AM | Train: [ 53/600] Step 400/1041 Loss 0.660 Prec@(1,5) (83.7%, 99.3%)
07/29 12:18:22 AM | Train: [ 53/600] Step 600/1041 Loss 0.662 Prec@(1,5) (83.7%, 99.2%)
07/29 12:19:27 AM | Train: [ 53/600] Step 800/1041 Loss 0.663 Prec@(1,5) (83.7%, 99.2%)
07/29 12:20:37 AM | Train: [ 53/600] Step 1000/1041 Loss 0.662 Prec@(1,5) (83.7%, 99.1%)
07/29 12:20:54 AM | Train: [ 53/600] Step 1041/1041 Loss 0.664 Prec@(1,5) (83.7%, 99.1%)
07/29 12:20:55 AM | Train: [ 53/600] Final Prec@1 83.6560%
07/29 12:20:55 AM | Valid: [ 53/600] Step 000/208 Loss 0.210 Prec@(1,5) (95.8%, 100.0%)
07/29 12:21:13 AM | Valid: [ 53/600] Step 200/208 Loss 0.361 Prec@(1,5) (88.2%, 99.4%)
07/29 12:21:13 AM | Valid: [ 53/600] Step 208/208 Loss 0.361 Prec@(1,5) (88.2%, 99.4%)
07/29 12:21:13 AM | Valid: [ 53/600] Final Prec@1 88.1500%
07/29 12:21:14 AM | Epoch 53 LR 0.024503671070961793
07/29 12:21:15 AM | Train: [ 54/600] Step 000/1041 Loss 0.657 Prec@(1,5) (89.6%, 100.0%)
07/29 12:22:35 AM | Train: [ 54/600] Step 200/1041 Loss 0.637 Prec@(1,5) (84.5%, 99.2%)
07/29 12:23:55 AM | Train: [ 54/600] Step 400/1041 Loss 0.643 Prec@(1,5) (84.3%, 99.2%)
07/29 12:25:16 AM | Train: [ 54/600] Step 600/1041 Loss 0.651 Prec@(1,5) (84.2%, 99.2%)
07/29 12:26:37 AM | Train: [ 54/600] Step 800/1041 Loss 0.656 Prec@(1,5) (84.0%, 99.2%)
07/29 12:27:49 AM | Train: [ 54/600] Step 1000/1041 Loss 0.659 Prec@(1,5) (84.0%, 99.1%)
07/29 12:28:02 AM | Train: [ 54/600] Step 1041/1041 Loss 0.660 Prec@(1,5) (84.0%, 99.1%)
07/29 12:28:02 AM | Train: [ 54/600] Final Prec@1 84.0060%
07/29 12:28:03 AM | Valid: [ 54/600] Step 000/208 Loss 0.294 Prec@(1,5) (85.4%, 100.0%)
07/29 12:28:17 AM | Valid: [ 54/600] Step 200/208 Loss 0.416 Prec@(1,5) (86.3%, 99.5%)
07/29 12:28:18 AM | Valid: [ 54/600] Step 208/208 Loss 0.417 Prec@(1,5) (86.2%, 99.6%)
07/29 12:28:18 AM | Valid: [ 54/600] Final Prec@1 86.2300%
07/29 12:28:18 AM | Epoch 54 LR 0.024485246685852415
07/29 12:28:19 AM | Train: [ 55/600] Step 000/1041 Loss 0.751 Prec@(1,5) (79.2%, 100.0%)
07/29 12:29:39 AM | Train: [ 55/600] Step 200/1041 Loss 0.650 Prec@(1,5) (84.5%, 99.1%)
07/29 12:31:01 AM | Train: [ 55/600] Step 400/1041 Loss 0.658 Prec@(1,5) (84.2%, 99.1%)
07/29 12:32:22 AM | Train: [ 55/600] Step 600/1041 Loss 0.658 Prec@(1,5) (84.1%, 99.2%)
07/29 12:33:45 AM | Train: [ 55/600] Step 800/1041 Loss 0.661 Prec@(1,5) (84.1%, 99.1%)
07/29 12:35:06 AM | Train: [ 55/600] Step 1000/1041 Loss 0.656 Prec@(1,5) (84.2%, 99.1%)
07/29 12:35:19 AM | Train: [ 55/600] Step 1041/1041 Loss 0.657 Prec@(1,5) (84.2%, 99.1%)
07/29 12:35:19 AM | Train: [ 55/600] Final Prec@1 84.1760%
07/29 12:35:20 AM | Valid: [ 55/600] Step 000/208 Loss 0.197 Prec@(1,5) (95.8%, 100.0%)
07/29 12:35:34 AM | Valid: [ 55/600] Step 200/208 Loss 0.336 Prec@(1,5) (88.4%, 99.5%)
07/29 12:35:35 AM | Valid: [ 55/600] Step 208/208 Loss 0.336 Prec@(1,5) (88.5%, 99.5%)
07/29 12:35:35 AM | Valid: [ 55/600] Final Prec@1 88.4800%
07/29 12:35:35 AM | Epoch 55 LR 0.024466493719150842
07/29 12:35:36 AM | Train: [ 56/600] Step 000/1041 Loss 0.493 Prec@(1,5) (87.5%, 100.0%)
07/29 12:36:39 AM | Train: [ 56/600] Step 200/1041 Loss 0.654 Prec@(1,5) (84.1%, 99.2%)
07/29 12:37:43 AM | Train: [ 56/600] Step 400/1041 Loss 0.652 Prec@(1,5) (84.3%, 99.1%)
07/29 12:38:55 AM | Train: [ 56/600] Step 600/1041 Loss 0.655 Prec@(1,5) (84.2%, 99.1%)
07/29 12:40:14 AM | Train: [ 56/600] Step 800/1041 Loss 0.662 Prec@(1,5) (83.9%, 99.1%)
07/29 12:41:34 AM | Train: [ 56/600] Step 1000/1041 Loss 0.665 Prec@(1,5) (84.0%, 99.1%)
07/29 12:41:51 AM | Train: [ 56/600] Step 1041/1041 Loss 0.664 Prec@(1,5) (83.9%, 99.1%)
07/29 12:41:51 AM | Train: [ 56/600] Final Prec@1 83.9320%
07/29 12:41:51 AM | Valid: [ 56/600] Step 000/208 Loss 0.182 Prec@(1,5) (95.8%, 100.0%)
07/29 12:42:09 AM | Valid: [ 56/600] Step 200/208 Loss 0.314 Prec@(1,5) (89.5%, 99.7%)
07/29 12:42:10 AM | Valid: [ 56/600] Step 208/208 Loss 0.314 Prec@(1,5) (89.5%, 99.7%)
07/29 12:42:10 AM | Valid: [ 56/600] Final Prec@1 89.5300%
07/29 12:42:11 AM | Epoch 56 LR 0.02444741268497913
07/29 12:42:11 AM | Train: [ 57/600] Step 000/1041 Loss 0.526 Prec@(1,5) (83.3%, 100.0%)
07/29 12:43:31 AM | Train: [ 57/600] Step 200/1041 Loss 0.641 Prec@(1,5) (84.7%, 99.2%)
07/29 12:44:55 AM | Train: [ 57/600] Step 400/1041 Loss 0.654 Prec@(1,5) (84.2%, 99.2%)
07/29 12:46:02 AM | Train: [ 57/600] Step 600/1041 Loss 0.662 Prec@(1,5) (83.9%, 99.1%)
07/29 12:47:21 AM | Train: [ 57/600] Step 800/1041 Loss 0.660 Prec@(1,5) (83.9%, 99.1%)
07/29 12:48:45 AM | Train: [ 57/600] Step 1000/1041 Loss 0.662 Prec@(1,5) (83.9%, 99.1%)
07/29 12:49:02 AM | Train: [ 57/600] Step 1041/1041 Loss 0.662 Prec@(1,5) (83.9%, 99.1%)
07/29 12:49:02 AM | Train: [ 57/600] Final Prec@1 83.8880%
07/29 12:49:03 AM | Valid: [ 57/600] Step 000/208 Loss 0.315 Prec@(1,5) (89.6%, 100.0%)
07/29 12:49:20 AM | Valid: [ 57/600] Step 200/208 Loss 0.395 Prec@(1,5) (86.5%, 99.5%)
07/29 12:49:21 AM | Valid: [ 57/600] Step 208/208 Loss 0.396 Prec@(1,5) (86.5%, 99.5%)
07/29 12:49:21 AM | Valid: [ 57/600] Final Prec@1 86.4500%
07/29 12:49:21 AM | Epoch 57 LR 0.024428004106453467
07/29 12:49:22 AM | Train: [ 58/600] Step 000/1041 Loss 0.688 Prec@(1,5) (81.2%, 97.9%)
07/29 12:50:42 AM | Train: [ 58/600] Step 200/1041 Loss 0.648 Prec@(1,5) (84.5%, 99.2%)
07/29 12:52:03 AM | Train: [ 58/600] Step 400/1041 Loss 0.660 Prec@(1,5) (84.1%, 99.2%)
07/29 12:53:20 AM | Train: [ 58/600] Step 600/1041 Loss 0.662 Prec@(1,5) (84.1%, 99.2%)
07/29 12:54:26 AM | Train: [ 58/600] Step 800/1041 Loss 0.658 Prec@(1,5) (84.2%, 99.2%)
07/29 12:55:31 AM | Train: [ 58/600] Step 1000/1041 Loss 0.657 Prec@(1,5) (84.2%, 99.2%)
07/29 12:55:44 AM | Train: [ 58/600] Step 1041/1041 Loss 0.656 Prec@(1,5) (84.2%, 99.2%)
07/29 12:55:44 AM | Train: [ 58/600] Final Prec@1 84.2280%
07/29 12:55:45 AM | Valid: [ 58/600] Step 000/208 Loss 0.269 Prec@(1,5) (89.6%, 100.0%)
07/29 12:55:59 AM | Valid: [ 58/600] Step 200/208 Loss 0.351 Prec@(1,5) (88.5%, 99.6%)
07/29 12:56:00 AM | Valid: [ 58/600] Step 208/208 Loss 0.352 Prec@(1,5) (88.4%, 99.6%)
07/29 12:56:00 AM | Valid: [ 58/600] Final Prec@1 88.4200%
07/29 12:56:00 AM | Epoch 58 LR 0.024408268515669834
07/29 12:56:01 AM | Train: [ 59/600] Step 000/1041 Loss 0.730 Prec@(1,5) (89.6%, 100.0%)
07/29 12:57:13 AM | Train: [ 59/600] Step 200/1041 Loss 0.641 Prec@(1,5) (84.5%, 99.2%)
07/29 12:58:32 AM | Train: [ 59/600] Step 400/1041 Loss 0.641 Prec@(1,5) (84.6%, 99.2%)
07/29 12:59:54 AM | Train: [ 59/600] Step 600/1041 Loss 0.653 Prec@(1,5) (84.3%, 99.1%)
07/29 01:01:13 AM | Train: [ 59/600] Step 800/1041 Loss 0.653 Prec@(1,5) (84.2%, 99.2%)
07/29 01:02:36 AM | Train: [ 59/600] Step 1000/1041 Loss 0.653 Prec@(1,5) (84.2%, 99.2%)
07/29 01:02:53 AM | Train: [ 59/600] Step 1041/1041 Loss 0.653 Prec@(1,5) (84.2%, 99.2%)
07/29 01:02:53 AM | Train: [ 59/600] Final Prec@1 84.2040%
07/29 01:02:53 AM | Valid: [ 59/600] Step 000/208 Loss 0.368 Prec@(1,5) (91.7%, 97.9%)
07/29 01:03:09 AM | Valid: [ 59/600] Step 200/208 Loss 0.425 Prec@(1,5) (85.6%, 99.3%)
07/29 01:03:10 AM | Valid: [ 59/600] Step 208/208 Loss 0.426 Prec@(1,5) (85.7%, 99.3%)
07/29 01:03:10 AM | Valid: [ 59/600] Final Prec@1 85.7100%
07/29 01:03:11 AM | Epoch 59 LR 0.024388206453689425
07/29 01:03:11 AM | Train: [ 60/600] Step 000/1041 Loss 0.483 Prec@(1,5) (87.5%, 100.0%)
07/29 01:04:22 AM | Train: [ 60/600] Step 200/1041 Loss 0.632 Prec@(1,5) (85.1%, 99.1%)
07/29 01:05:43 AM | Train: [ 60/600] Step 400/1041 Loss 0.633 Prec@(1,5) (84.9%, 99.1%)
07/29 01:07:05 AM | Train: [ 60/600] Step 600/1041 Loss 0.646 Prec@(1,5) (84.4%, 99.1%)
07/29 01:08:27 AM | Train: [ 60/600] Step 800/1041 Loss 0.647 Prec@(1,5) (84.5%, 99.1%)
07/29 01:09:50 AM | Train: [ 60/600] Step 1000/1041 Loss 0.649 Prec@(1,5) (84.3%, 99.1%)
07/29 01:10:08 AM | Train: [ 60/600] Step 1041/1041 Loss 0.652 Prec@(1,5) (84.2%, 99.1%)
07/29 01:10:08 AM | Train: [ 60/600] Final Prec@1 84.2360%
07/29 01:10:08 AM | Valid: [ 60/600] Step 000/208 Loss 0.233 Prec@(1,5) (89.6%, 100.0%)
07/29 01:10:26 AM | Valid: [ 60/600] Step 200/208 Loss 0.372 Prec@(1,5) (87.1%, 99.6%)
07/29 01:10:26 AM | Valid: [ 60/600] Step 208/208 Loss 0.374 Prec@(1,5) (87.1%, 99.6%)
07/29 01:10:26 AM | Valid: [ 60/600] Final Prec@1 87.0700%
07/29 01:10:27 AM | Epoch 60 LR 0.024367818470523803
07/29 01:10:28 AM | Train: [ 61/600] Step 000/1041 Loss 0.683 Prec@(1,5) (83.3%, 100.0%)
07/29 01:11:35 AM | Train: [ 61/600] Step 200/1041 Loss 0.646 Prec@(1,5) (84.4%, 99.1%)
07/29 01:12:39 AM | Train: [ 61/600] Step 400/1041 Loss 0.657 Prec@(1,5) (84.1%, 99.1%)
07/29 01:13:43 AM | Train: [ 61/600] Step 600/1041 Loss 0.650 Prec@(1,5) (84.3%, 99.2%)
07/29 01:14:51 AM | Train: [ 61/600] Step 800/1041 Loss 0.652 Prec@(1,5) (84.1%, 99.2%)
07/29 01:16:13 AM | Train: [ 61/600] Step 1000/1041 Loss 0.655 Prec@(1,5) (84.0%, 99.2%)
07/29 01:16:29 AM | Train: [ 61/600] Step 1041/1041 Loss 0.656 Prec@(1,5) (84.0%, 99.1%)
07/29 01:16:30 AM | Train: [ 61/600] Final Prec@1 84.0300%
07/29 01:16:30 AM | Valid: [ 61/600] Step 000/208 Loss 0.277 Prec@(1,5) (91.7%, 100.0%)
07/29 01:16:47 AM | Valid: [ 61/600] Step 200/208 Loss 0.371 Prec@(1,5) (87.6%, 99.5%)
07/29 01:16:48 AM | Valid: [ 61/600] Step 208/208 Loss 0.372 Prec@(1,5) (87.6%, 99.5%)
07/29 01:16:48 AM | Valid: [ 61/600] Final Prec@1 87.5500%
07/29 01:16:48 AM | Epoch 61 LR 0.024347105125119825
07/29 01:16:49 AM | Train: [ 62/600] Step 000/1041 Loss 0.944 Prec@(1,5) (75.0%, 100.0%)
07/29 01:18:09 AM | Train: [ 62/600] Step 200/1041 Loss 0.638 Prec@(1,5) (84.3%, 99.2%)
07/29 01:19:30 AM | Train: [ 62/600] Step 400/1041 Loss 0.646 Prec@(1,5) (84.1%, 99.2%)
07/29 01:20:55 AM | Train: [ 62/600] Step 600/1041 Loss 0.648 Prec@(1,5) (84.0%, 99.2%)
07/29 01:22:09 AM | Train: [ 62/600] Step 800/1041 Loss 0.651 Prec@(1,5) (83.9%, 99.2%)
07/29 01:23:28 AM | Train: [ 62/600] Step 1000/1041 Loss 0.650 Prec@(1,5) (84.0%, 99.2%)
07/29 01:23:45 AM | Train: [ 62/600] Step 1041/1041 Loss 0.650 Prec@(1,5) (84.0%, 99.2%)
07/29 01:23:45 AM | Train: [ 62/600] Final Prec@1 84.0160%
07/29 01:23:46 AM | Valid: [ 62/600] Step 000/208 Loss 0.133 Prec@(1,5) (93.8%, 100.0%)
07/29 01:24:03 AM | Valid: [ 62/600] Step 200/208 Loss 0.332 Prec@(1,5) (89.0%, 99.6%)
07/29 01:24:04 AM | Valid: [ 62/600] Step 208/208 Loss 0.331 Prec@(1,5) (89.0%, 99.6%)
07/29 01:24:04 AM | Valid: [ 62/600] Final Prec@1 89.0100%
07/29 01:24:04 AM | Epoch 62 LR 0.02432606698534432
07/29 01:24:05 AM | Train: [ 63/600] Step 000/1041 Loss 0.465 Prec@(1,5) (89.6%, 100.0%)
07/29 01:25:28 AM | Train: [ 63/600] Step 200/1041 Loss 0.627 Prec@(1,5) (84.5%, 99.2%)
07/29 01:26:51 AM | Train: [ 63/600] Step 400/1041 Loss 0.634 Prec@(1,5) (84.5%, 99.2%)
07/29 01:28:17 AM | Train: [ 63/600] Step 600/1041 Loss 0.648 Prec@(1,5) (84.1%, 99.2%)
07/29 01:29:39 AM | Train: [ 63/600] Step 800/1041 Loss 0.652 Prec@(1,5) (84.0%, 99.1%)
07/29 01:30:45 AM | Train: [ 63/600] Step 1000/1041 Loss 0.656 Prec@(1,5) (83.9%, 99.1%)
07/29 01:30:59 AM | Train: [ 63/600] Step 1041/1041 Loss 0.657 Prec@(1,5) (83.9%, 99.1%)
07/29 01:30:59 AM | Train: [ 63/600] Final Prec@1 83.8740%
07/29 01:30:59 AM | Valid: [ 63/600] Step 000/208 Loss 0.257 Prec@(1,5) (87.5%, 100.0%)
07/29 01:31:14 AM | Valid: [ 63/600] Step 200/208 Loss 0.362 Prec@(1,5) (88.0%, 99.5%)
07/29 01:31:14 AM | Valid: [ 63/600] Step 208/208 Loss 0.359 Prec@(1,5) (88.0%, 99.5%)
07/29 01:31:14 AM | Valid: [ 63/600] Final Prec@1 88.0200%
07/29 01:31:15 AM | Epoch 63 LR 0.024304704627968517
07/29 01:31:15 AM | Train: [ 64/600] Step 000/1041 Loss 0.681 Prec@(1,5) (83.3%, 100.0%)
07/29 01:32:18 AM | Train: [ 64/600] Step 200/1041 Loss 0.641 Prec@(1,5) (84.7%, 99.3%)
07/29 01:33:27 AM | Train: [ 64/600] Step 400/1041 Loss 0.640 Prec@(1,5) (84.7%, 99.2%)
07/29 01:34:47 AM | Train: [ 64/600] Step 600/1041 Loss 0.647 Prec@(1,5) (84.4%, 99.2%)
07/29 01:36:06 AM | Train: [ 64/600] Step 800/1041 Loss 0.647 Prec@(1,5) (84.4%, 99.2%)
07/29 01:37:29 AM | Train: [ 64/600] Step 1000/1041 Loss 0.646 Prec@(1,5) (84.4%, 99.2%)
07/29 01:37:46 AM | Train: [ 64/600] Step 1041/1041 Loss 0.645 Prec@(1,5) (84.4%, 99.2%)
07/29 01:37:46 AM | Train: [ 64/600] Final Prec@1 84.3760%
07/29 01:37:46 AM | Valid: [ 64/600] Step 000/208 Loss 0.163 Prec@(1,5) (95.8%, 100.0%)
